Type,Country,Year,Value,Unit
oil-products,Argentina,1994,21.7971259,Mt
oil-products,Argentina,1995,21.516501599999998,Mt
oil-products,Argentina,1996,21.442424900000002,Mt
oil-products,Argentina,1997,21.0597182,Mt
oil-products,Argentina,1998,22.2879246,Mt
oil-products,Argentina,1999,22.6589933,Mt
oil-products,Argentina,2000,22.648,Mt
oil-products,Argentina,2001,19.409,Mt
oil-products,Argentina,2002,17.381,Mt
oil-products,Argentina,2003,18.135,Mt
oil-products,Argentina,2004,21.049,Mt
oil-products,Argentina,2005,22.902,Mt
oil-products,Argentina,2006,24.667,Mt
oil-products,Argentina,2007,23.933,Mt
oil-products,Argentina,2008,26.238,Mt
oil-products,Argentina,2009,24.78,Mt
oil-products,Argentina,2010,26.282,Mt
oil-products,Argentina,2011,27.332,Mt
oil-products,Argentina,2012,28.538,Mt
oil-products,Argentina,2013,29.413,Mt
oil-products,Argentina,2014,28.179,Mt
oil-products,Argentina,2015,29.932,Mt
oil-products,Argentina,2016,29.76,Mt
oil-products,Argentina,2017,28.304,Mt
oil-products,Argentina,2018,26.0,Mt
oil-products,Argentina,2019,25.056,Mt
oil-products,Argentina,2020,24.552746348,Mt
oil-products,Argentina,2021,26.540324000000002,Mt
oil-products,Argentina,2022,27.290598999999997,Mt
oil-products,Argentina,2023,26.742,Mt
oil-products,Argentina,2024,25.356196356097293,Mt
oil-products,Australia,1990,31.087,Mt
oil-products,Australia,1991,30.517,Mt
oil-products,Australia,1992,30.353,Mt
oil-products,Australia,1993,31.081,Mt
oil-products,Australia,1994,31.885,Mt
oil-products,Australia,1995,33.029,Mt
oil-products,Australia,1996,34.231,Mt
oil-products,Australia,1997,34.353,Mt
oil-products,Australia,1998,34.784,Mt
oil-products,Australia,1999,35.233,Mt
oil-products,Australia,2000,36.314,Mt
oil-products,Australia,2001,36.076,Mt
oil-products,Australia,2002,35.554,Mt
oil-products,Australia,2003,37.931,Mt
oil-products,Australia,2004,39.183,Mt
oil-products,Australia,2005,39.432,Mt
oil-products,Australia,2006,39.784,Mt
oil-products,Australia,2007,40.291,Mt
oil-products,Australia,2008,41.448,Mt
oil-products,Australia,2009,40.648,Mt
oil-products,Australia,2010,42.746,Mt
oil-products,Australia,2011,44.953,Mt
oil-products,Australia,2012,46.128,Mt
oil-products,Australia,2013,47.559,Mt
oil-products,Australia,2014,47.188,Mt
oil-products,Australia,2015,45.776,Mt
oil-products,Australia,2016,45.939,Mt
oil-products,Australia,2017,46.525541000000004,Mt
oil-products,Australia,2018,47.785795,Mt
oil-products,Australia,2019,47.684756,Mt
oil-products,Australia,2020,45.246093,Mt
oil-products,Australia,2021,45.013301999999996,Mt
oil-products,Australia,2022,44.784101,Mt
oil-products,Australia,2023,47.72626894078589,Mt
oil-products,Australia,2024,48.556937071671065,Mt
oil-products,Azerbaijan,1992,10.274940699999998,Mt
oil-products,Azerbaijan,1993,9.9039395,Mt
oil-products,Azerbaijan,1994,7.284958699999999,Mt
oil-products,Azerbaijan,1995,6.539979600000001,Mt
oil-products,Azerbaijan,1996,5.718943300000001,Mt
oil-products,Azerbaijan,1997,5.1799526,Mt
oil-products,Azerbaijan,1998,5.766943499999999,Mt
oil-products,Azerbaijan,1999,5.4329498,Mt
oil-products,Azerbaijan,2000,6.029,Mt
oil-products,Azerbaijan,2001,3.62,Mt
oil-products,Azerbaijan,2002,3.403,Mt
oil-products,Azerbaijan,2003,4.17,Mt
oil-products,Azerbaijan,2004,4.469,Mt
oil-products,Azerbaijan,2005,4.898,Mt
oil-products,Azerbaijan,2006,4.463,Mt
oil-products,Azerbaijan,2007,3.623000000000001,Mt
oil-products,Azerbaijan,2008,3.567,Mt
oil-products,Azerbaijan,2009,2.988,Mt
oil-products,Azerbaijan,2010,2.997299999999999,Mt
oil-products,Azerbaijan,2011,3.4627,Mt
oil-products,Azerbaijan,2012,3.739899999999999,Mt
oil-products,Azerbaijan,2013,4.0009,Mt
oil-products,Azerbaijan,2014,3.9665,Mt
oil-products,Azerbaijan,2015,4.1529,Mt
oil-products,Azerbaijan,2016,4.2879,Mt
oil-products,Azerbaijan,2017,4.625,Mt
oil-products,Azerbaijan,2018,4.673599999999999,Mt
oil-products,Azerbaijan,2019,4.812000000000001,Mt
oil-products,Azerbaijan,2020,4.342200000000001,Mt
oil-products,Azerbaijan,2021,4.888004,Mt
oil-products,Azerbaijan,2022,5.1968,Mt
oil-products,Azerbaijan,1990,7.705,Mt
oil-products,Azerbaijan,1991,7.518,Mt
oil-products,Azerbaijan,2023,5.417045191788,Mt
oil-products,Azerbaijan,2024,5.672646311480751,Mt
oil-products,Belgium,1990,17.596700000000002,Mt
oil-products,Belgium,1991,19.1878,Mt
oil-products,Belgium,1992,19.6411,Mt
oil-products,Belgium,1993,19.1678,Mt
oil-products,Belgium,1994,21.5571,Mt
oil-products,Belgium,1995,21.4543,Mt
oil-products,Belgium,1996,22.8741,Mt
oil-products,Belgium,1997,22.8902,Mt
oil-products,Belgium,1998,22.9227,Mt
oil-products,Belgium,1999,22.5641,Mt
oil-products,Belgium,2000,22.5738,Mt
oil-products,Belgium,2001,23.1523,Mt
oil-products,Belgium,2002,21.9547,Mt
oil-products,Belgium,2003,22.8897,Mt
oil-products,Belgium,2004,23.204,Mt
oil-products,Belgium,2005,23.140900000000002,Mt
oil-products,Belgium,2006,21.997700000000002,Mt
oil-products,Belgium,2007,21.0851,Mt
oil-products,Belgium,2008,22.767400000000002,Mt
oil-products,Belgium,2009,21.071368000000003,Mt
oil-products,Belgium,2010,21.620130999999997,Mt
oil-products,Belgium,2011,20.20868,Mt
oil-products,Belgium,2012,20.223989000000003,Mt
oil-products,Belgium,2013,20.869820000000004,Mt
oil-products,Belgium,2014,20.816806999999997,Mt
oil-products,Belgium,2015,21.255950999999996,Mt
oil-products,Belgium,2016,20.905522,Mt
oil-products,Belgium,2017,20.228451999999994,Mt
oil-products,Belgium,2018,20.373181999999996,Mt
oil-products,Belgium,2019,19.288745000000002,Mt
oil-products,Belgium,2020,17.625404,Mt
oil-products,Belgium,2021,18.862734,Mt
oil-products,Belgium,2022,17.750041999999997,Mt
oil-products,Belgium,2023,17.656270000000003,Mt
oil-products,Belgium,2024,18.192259866945115,Mt
oil-products,Brazil,1990,56.7986742,Mt
oil-products,Brazil,1991,57.7009708,Mt
oil-products,Brazil,1992,59.439751,Mt
oil-products,Brazil,1993,61.63100670000001,Mt
oil-products,Brazil,1994,65.2822756,Mt
oil-products,Brazil,1995,68.7198804,Mt
oil-products,Brazil,1996,74.5889354,Mt
oil-products,Brazil,1997,80.15146309999999,Mt
oil-products,Brazil,1998,84.0216288,Mt
oil-products,Brazil,1999,86.192954054,Mt
oil-products,Brazil,2000,87.420145955,Mt
oil-products,Brazil,2001,88.079788805,Mt
oil-products,Brazil,2002,85.806602732,Mt
oil-products,Brazil,2003,82.98779071499999,Mt
oil-products,Brazil,2004,85.657003343,Mt
oil-products,Brazil,2005,87.061956899,Mt
oil-products,Brazil,2006,88.634421401,Mt
oil-products,Brazil,2007,93.45896710000001,Mt
oil-products,Brazil,2008,97.62622139999999,Mt
oil-products,Brazil,2009,97.2798969,Mt
oil-products,Brazil,2010,107.2741886,Mt
oil-products,Brazil,2011,112.564232324,Mt
oil-products,Brazil,2012,119.690313132,Mt
oil-products,Brazil,2013,123.31232323232322,Mt
oil-products,Brazil,2014,128.05765656565657,Mt
oil-products,Brazil,2015,120.0989494949495,Mt
oil-products,Brazil,2016,110.54239393939393,Mt
oil-products,Brazil,2017,111.92853333333332,Mt
oil-products,Brazil,2018,105.14772626262625,Mt
oil-products,Brazil,2019,106.40479595959596,Mt
oil-products,Brazil,2020,100.93076161619192,Mt
oil-products,Brazil,2021,108.38447044122267,Mt
oil-products,Brazil,2022,110.98846937859108,Mt
oil-products,Brazil,2023,114.03940337157492,Mt
oil-products,Brazil,2024,113.47109250263641,Mt
oil-products,Canada,1990,75.22198546511628,Mt
oil-products,Canada,1991,71.66239825581395,Mt
oil-products,Canada,1992,73.49901702657807,Mt
oil-products,Canada,1993,74.36169186046511,Mt
oil-products,Canada,1994,75.94542234219269,Mt
oil-products,Canada,1995,76.57427242524916,Mt
oil-products,Canada,1996,79.07379028239203,Mt
oil-products,Canada,1997,82.06768064784053,Mt
oil-products,Canada,1998,82.40094684385382,Mt
oil-products,Canada,1999,84.85025622923588,Mt
oil-products,Canada,2000,84.56600830564784,Mt
oil-products,Canada,2001,86.00531478405316,Mt
oil-products,Canada,2002,89.463,Mt
oil-products,Canada,2003,95.942,Mt
oil-products,Canada,2004,96.933,Mt
oil-products,Canada,2005,100.717,Mt
oil-products,Canada,2006,100.331,Mt
oil-products,Canada,2007,103.61,Mt
oil-products,Canada,2008,100.601,Mt
oil-products,Canada,2009,98.405,Mt
oil-products,Canada,2010,103.347,Mt
oil-products,Canada,2011,103.507,Mt
oil-products,Canada,2012,105.32,Mt
oil-products,Canada,2013,103.111,Mt
oil-products,Canada,2014,100.723,Mt
oil-products,Canada,2015,102.688,Mt
oil-products,Canada,2016,103.08,Mt
oil-products,Canada,2017,102.607292,Mt
oil-products,Canada,2018,104.41222900000001,Mt
oil-products,Canada,2019,104.551988,Mt
oil-products,Canada,2020,91.735115,Mt
oil-products,Canada,2021,93.665103,Mt
oil-products,Canada,2022,97.818342,Mt
oil-products,Canada,2023,99.15398674912085,Mt
oil-products,Canada,2024,97.06518400078149,Mt
oil-products,Chile,1990,6.214,Mt
oil-products,Chile,1991,6.54,Mt
oil-products,Chile,1992,7.085,Mt
oil-products,Chile,1993,7.661,Mt
oil-products,Chile,1994,8.321,Mt
oil-products,Chile,1995,9.012,Mt
oil-products,Chile,1996,9.952,Mt
oil-products,Chile,1997,10.473,Mt
oil-products,Chile,1998,10.644,Mt
oil-products,Chile,1999,10.881,Mt
oil-products,Chile,2000,9.77,Mt
oil-products,Chile,2001,9.372,Mt
oil-products,Chile,2002,9.661,Mt
oil-products,Chile,2003,9.935,Mt
oil-products,Chile,2004,10.594,Mt
oil-products,Chile,2005,10.936,Mt
oil-products,Chile,2006,10.97,Mt
oil-products,Chile,2007,14.504,Mt
oil-products,Chile,2008,15.209,Mt
oil-products,Chile,2009,14.473,Mt
oil-products,Chile,2010,13.766,Mt
oil-products,Chile,2011,14.237,Mt
oil-products,Chile,2012,14.329,Mt
oil-products,Chile,2013,14.616,Mt
oil-products,Chile,2014,14.413,Mt
oil-products,Chile,2015,14.388,Mt
oil-products,Chile,2016,15.323,Mt
oil-products,Chile,2017,15.437006,Mt
oil-products,Chile,2018,15.651126,Mt
oil-products,Chile,2019,15.471170999999998,Mt
oil-products,Chile,2020,14.523294000000002,Mt
oil-products,Chile,2021,15.676475000000002,Mt
oil-products,Chile,2022,17.543645,Mt
oil-products,Chile,2023,17.1674547527679,Mt
oil-products,Chile,2024,17.321834709108177,Mt
oil-products,China,1990,102.3869314,Mt
oil-products,China,1991,111.74891160000001,Mt
oil-products,China,1992,120.30285149999999,Mt
oil-products,China,1993,138.8454488,Mt
oil-products,China,1994,134.69944879999997,Mt
oil-products,China,1995,149.8298126,Mt
oil-products,China,1996,161.57773410000001,Mt
oil-products,China,1997,180.9238516,Mt
oil-products,China,1998,183.025,Mt
oil-products,China,1999,193.26,Mt
oil-products,China,2000,205.097,Mt
oil-products,China,2001,209.75,Mt
oil-products,China,2002,222.214,Mt
oil-products,China,2003,247.4755,Mt
oil-products,China,2004,291.15080000000006,Mt
oil-products,China,2005,294.91544999999996,Mt
oil-products,China,2006,312.92307,Mt
oil-products,China,2007,329.75627000000003,Mt
oil-products,China,2008,332.96685999999994,Mt
oil-products,China,2009,348.6131,Mt
oil-products,China,2010,403.66889630000003,Mt
oil-products,China,2011,423.16836976699994,Mt
oil-products,China,2012,441.98408442000004,Mt
oil-products,China,2013,464.73481200000003,Mt
oil-products,China,2014,482.08189000000004,Mt
oil-products,China,2015,512.11019,Mt
oil-products,China,2016,527.75622,Mt
oil-products,China,2017,552.5354500000001,Mt
oil-products,China,2018,569.0848000000001,Mt
oil-products,China,2019,594.064,Mt
oil-products,China,2020,611.5370800000001,Mt
oil-products,China,2021,647.61894,Mt
oil-products,China,2022,655.9610611628057,Mt
oil-products,China,2023,730.9348197955359,Mt
oil-products,China,2024,731.3128680982015,Mt
oil-products,Colombia,1990,8.147171578521446,Mt
oil-products,Colombia,1991,8.310120057696041,Mt
oil-products,Colombia,1992,9.663674164696928,Mt
oil-products,Colombia,1993,9.639902883343112,Mt
oil-products,Colombia,1994,9.92716736146126,Mt
oil-products,Colombia,1995,11.925914579578466,Mt
oil-products,Colombia,1996,12.232577081671957,Mt
oil-products,Colombia,1997,12.810197151160654,Mt
oil-products,Colombia,1998,12.038353982613504,Mt
oil-products,Colombia,1999,10.89729225966755,Mt
oil-products,Colombia,2000,11.100192934802935,Mt
oil-products,Colombia,2001,11.275613613938,Mt
oil-products,Colombia,2002,11.14253046195727,Mt
oil-products,Colombia,2003,11.025789286552348,Mt
oil-products,Colombia,2004,11.469792881386727,Mt
oil-products,Colombia,2005,11.108888640844851,Mt
oil-products,Colombia,2006,11.465696554480921,Mt
oil-products,Colombia,2007,10.965731911117278,Mt
oil-products,Colombia,2008,11.63718769401082,Mt
oil-products,Colombia,2009,11.023803767794442,Mt
oil-products,Colombia,2010,10.857670775570535,Mt
oil-products,Colombia,2011,12.657903623560536,Mt
oil-products,Colombia,2012,13.157776904293724,Mt
oil-products,Colombia,2013,12.487504840341266,Mt
oil-products,Colombia,2014,14.774081291728372,Mt
oil-products,Colombia,2015,15.382605592177423,Mt
oil-products,Colombia,2016,17.197223890250807,Mt
oil-products,Colombia,2017,14.932404209825988,Mt
oil-products,Colombia,2018,14.507118170598822,Mt
oil-products,Colombia,2019,14.315615976816368,Mt
oil-products,Colombia,2020,12.269999467365448,Mt
oil-products,Colombia,2021,15.058851084711634,Mt
oil-products,Colombia,2022,16.478126399481532,Mt
oil-products,Colombia,2023,17.014526639964764,Mt
oil-products,Colombia,2024,16.641048561454838,Mt
oil-products,Czechia,1990,8.746,Mt
oil-products,Czechia,1991,7.297,Mt
oil-products,Czechia,1992,7.819,Mt
oil-products,Czechia,1993,7.4,Mt
oil-products,Czechia,1994,7.508,Mt
oil-products,Czechia,1995,7.795,Mt
oil-products,Czechia,1996,8.047,Mt
oil-products,Czechia,1997,7.765,Mt
oil-products,Czechia,1998,8.114,Mt
oil-products,Czechia,1999,7.999,Mt
oil-products,Czechia,2000,7.741,Mt
oil-products,Czechia,2001,8.145,Mt
oil-products,Czechia,2002,7.962,Mt
oil-products,Czechia,2003,8.466,Mt
oil-products,Czechia,2004,9.285,Mt
oil-products,Czechia,2005,9.607,Mt
oil-products,Czechia,2006,9.524000000000001,Mt
oil-products,Czechia,2007,9.503,Mt
oil-products,Czechia,2008,9.563,Mt
oil-products,Czechia,2009,9.003,Mt
oil-products,Czechia,2010,8.804,Mt
oil-products,Czechia,2011,8.527,Mt
oil-products,Czechia,2012,8.448,Mt
oil-products,Czechia,2013,8.104,Mt
oil-products,Czechia,2014,8.638,Mt
oil-products,Czechia,2015,8.492,Mt
oil-products,Czechia,2016,7.774,Mt
oil-products,Czechia,2017,9.146,Mt
oil-products,Czechia,2018,9.208,Mt
oil-products,Czechia,2019,9.272,Mt
oil-products,Czechia,2020,8.368,Mt
oil-products,Czechia,2021,9.187,Mt
oil-products,Czechia,2022,9.284,Mt
oil-products,Czechia,2023,9.134,Mt
oil-products,Czechia,2024,9.362753089143865,Mt
oil-products,Denmark,1990,7.395,Mt
oil-products,Denmark,1991,7.716,Mt
oil-products,Denmark,1992,7.497,Mt
oil-products,Denmark,1993,7.61,Mt
oil-products,Denmark,1994,7.955,Mt
oil-products,Denmark,1995,8.392,Mt
oil-products,Denmark,1996,9.324,Mt
oil-products,Denmark,1997,8.962,Mt
oil-products,Denmark,1998,8.592,Mt
oil-products,Denmark,1999,8.556000000000001,Mt
oil-products,Denmark,2000,8.241,Mt
oil-products,Denmark,2001,8.214,Mt
oil-products,Denmark,2002,8.021,Mt
oil-products,Denmark,2003,7.4879999999999995,Mt
oil-products,Denmark,2004,7.395,Mt
oil-products,Denmark,2005,7.3,Mt
oil-products,Denmark,2006,7.409,Mt
oil-products,Denmark,2007,7.385,Mt
oil-products,Denmark,2008,7.058108,Mt
oil-products,Denmark,2009,6.735743,Mt
oil-products,Denmark,2010,6.650429,Mt
oil-products,Denmark,2011,6.358359,Mt
oil-products,Denmark,2012,5.851408999999999,Mt
oil-products,Denmark,2013,5.679600000000001,Mt
oil-products,Denmark,2014,5.487775999999999,Mt
oil-products,Denmark,2015,5.676538999999998,Mt
oil-products,Denmark,2016,5.7179269999999995,Mt
oil-products,Denmark,2017,5.703708999999997,Mt
oil-products,Denmark,2018,5.711279999999999,Mt
oil-products,Denmark,2019,5.560162999999999,Mt
oil-products,Denmark,2020,5.248604999999999,Mt
oil-products,Denmark,2021,5.348708000000001,Mt
oil-products,Denmark,2022,5.453031999999999,Mt
oil-products,Denmark,2023,5.212662,Mt
oil-products,Denmark,2024,4.743101666132351,Mt
oil-products,Egypt,1990,17.445,Mt
oil-products,Egypt,1991,17.841,Mt
oil-products,Egypt,1992,17.786,Mt
oil-products,Egypt,1993,18.773,Mt
oil-products,Egypt,1994,18.13,Mt
oil-products,Egypt,1995,18.988,Mt
oil-products,Egypt,1996,18.158,Mt
oil-products,Egypt,1997,23.294,Mt
oil-products,Egypt,1998,26.516,Mt
oil-products,Egypt,1999,26.317,Mt
oil-products,Egypt,2000,25.903,Mt
oil-products,Egypt,2001,24.0,Mt
oil-products,Egypt,2002,24.623,Mt
oil-products,Egypt,2003,23.843,Mt
oil-products,Egypt,2004,26.553,Mt
oil-products,Egypt,2005,27.996,Mt
oil-products,Egypt,2006,29.0,Mt
oil-products,Egypt,2007,29.422,Mt
oil-products,Egypt,2008,31.301,Mt
oil-products,Egypt,2009,33.416,Mt
oil-products,Egypt,2010,34.02,Mt
oil-products,Egypt,2011,33.608,Mt
oil-products,Egypt,2012,35.935,Mt
oil-products,Egypt,2013,35.878,Mt
oil-products,Egypt,2014,38.47,Mt
oil-products,Egypt,2015,39.347,Mt
oil-products,Egypt,2016,37.987,Mt
oil-products,Egypt,2017,34.743775,Mt
oil-products,Egypt,2018,31.294406,Mt
oil-products,Egypt,2019,28.344741000000003,Mt
oil-products,Egypt,2020,30.327559,Mt
oil-products,Egypt,2021,36.4414,Mt
oil-products,Egypt,2022,37.390072999999994,Mt
oil-products,Egypt,2023,36.52122974997152,Mt
oil-products,Egypt,2024,38.38775207509397,Mt
oil-products,France,1990,80.382,Mt
oil-products,France,1991,85.928,Mt
oil-products,France,1992,85.288,Mt
oil-products,France,1993,82.516,Mt
oil-products,France,1994,81.843,Mt
oil-products,France,1995,84.092,Mt
oil-products,France,1996,85.248,Mt
oil-products,France,1997,85.402,Mt
oil-products,France,1998,89.012,Mt
oil-products,France,1999,88.092,Mt
oil-products,France,2000,86.375,Mt
oil-products,France,2001,89.43,Mt
oil-products,France,2002,86.199,Mt
oil-products,France,2003,86.676,Mt
oil-products,France,2004,86.73034,Mt
oil-products,France,2005,85.55846799999999,Mt
oil-products,France,2006,85.05493,Mt
oil-products,France,2007,83.002779,Mt
oil-products,France,2008,80.598961,Mt
oil-products,France,2009,77.44388599999999,Mt
oil-products,France,2010,75.35040299999999,Mt
oil-products,France,2011,76.489709,Mt
oil-products,France,2012,74.782038,Mt
oil-products,France,2013,73.5883,Mt
oil-products,France,2014,71.872383,Mt
oil-products,France,2015,71.896891,Mt
oil-products,France,2016,70.672224,Mt
oil-products,France,2017,71.24457000000001,Mt
oil-products,France,2018,68.486626,Mt
oil-products,France,2019,67.826654,Mt
oil-products,France,2020,60.123503,Mt
oil-products,France,2021,65.336379,Mt
oil-products,France,2022,63.42968,Mt
oil-products,France,2023,61.01654999999999,Mt
oil-products,France,2024,60.47018404968934,Mt
oil-products,Germany,1990,119.231,Mt
oil-products,Germany,1991,126.954,Mt
oil-products,Germany,1992,128.031,Mt
oil-products,Germany,1993,129.566,Mt
oil-products,Germany,1994,127.896,Mt
oil-products,Germany,1995,127.846,Mt
oil-products,Germany,1996,129.935,Mt
oil-products,Germany,1997,128.571,Mt
oil-products,Germany,1998,128.698,Mt
oil-products,Germany,1999,124.161,Mt
oil-products,Germany,2000,118.808,Mt
oil-products,Germany,2001,123.015,Mt
oil-products,Germany,2002,118.361,Mt
oil-products,Germany,2003,116.404,Mt
oil-products,Germany,2004,114.163,Mt
oil-products,Germany,2005,111.813,Mt
oil-products,Germany,2006,111.636,Mt
oil-products,Germany,2007,99.273,Mt
oil-products,Germany,2008,105.495,Mt
oil-products,Germany,2009,100.048,Mt
oil-products,Germany,2010,101.297,Mt
oil-products,Germany,2011,98.034,Mt
oil-products,Germany,2012,97.794,Mt
oil-products,Germany,2013,99.763,Mt
oil-products,Germany,2014,96.983,Mt
oil-products,Germany,2015,96.918,Mt
oil-products,Germany,2016,97.022,Mt
oil-products,Germany,2017,98.697,Mt
oil-products,Germany,2018,93.162,Mt
oil-products,Germany,2019,94.796,Mt
oil-products,Germany,2020,89.96,Mt
oil-products,Germany,2021,87.387,Mt
oil-products,Germany,2022,86.645,Mt
oil-products,Germany,2023,80.98302000000001,Mt
oil-products,Germany,2024,81.67097989922992,Mt
oil-products,India,1990,52.86783630087209,Mt
oil-products,India,1991,55.57793895348837,Mt
oil-products,India,1992,58.84893786337209,Mt
oil-products,India,1993,59.93573800872093,Mt
oil-products,India,1994,63.59662663517442,Mt
oil-products,India,1995,66.10392514534884,Mt
oil-products,India,1996,74.55301617005814,Mt
oil-products,India,1997,78.9762218386628,Mt
oil-products,India,1998,82.60051962209302,Mt
oil-products,India,1999,87.54941951308139,Mt
oil-products,India,2000,104.41491315406977,Mt
oil-products,India,2001,101.26851744186045,Mt
oil-products,India,2002,105.38701798691861,Mt
oil-products,India,2003,114.44111300872093,Mt
oil-products,India,2004,117.99119785610466,Mt
oil-products,India,2005,111.42988026889535,Mt
oil-products,India,2006,119.68935555959303,Mt
oil-products,India,2007,145.15203197674418,Mt
oil-products,India,2008,144.63522441254844,Mt
oil-products,India,2009,151.53919519137597,Mt
oil-products,India,2010,155.08101489825583,Mt
oil-products,India,2011,160.6924053887209,Mt
oil-products,India,2012,170.32197581668606,Mt
oil-products,India,2013,159.351569006,Mt
oil-products,India,2014,166.061298425,Mt
oil-products,India,2015,193.945863672,Mt
oil-products,India,2016,200.18883948799999,Mt
oil-products,India,2017,210.537235609,Mt
oil-products,India,2018,218.764552854597,Mt
oil-products,India,2019,221.52891675838248,Mt
oil-products,India,2020,201.91936971620515,Mt
oil-products,India,2021,217.18143550126615,Mt
oil-products,India,2022,229.87857683545502,Mt
oil-products,India,2023,241.4620448801627,Mt
oil-products,India,2024,246.5253438384708,Mt
oil-products,Indonesia,1990,32.2447938432842,Mt
