country,year,co2-emissions,coal-lignite,electricity,natural-gas,oil-products,renewables,renewables-wind-solar,total-energy
Azerbaijan,2005,-0.4549464535624003,-0.20995474162550717,-0.4064020671139209,-0.3346874655624193,-0.30508972276819823,-0.08254203097980262,-0.07425381783133841,-0.43312901374311574
Azerbaijan,2006,-0.4514973229479185,-0.20995474162550717,-0.3995094803485832,-0.31067258610234705,-0.3121054984486699,-0.18358899992220531,-0.07425381783133841,-0.43108595142085704
Azerbaijan,2007,-0.46897389110432136,-0.20983991604109048,-0.4159264484446766,-0.3469498026338748,-0.3256532032109601,-0.16401083315918022,-0.07425381783133841,-0.4433275701731624
Azerbaijan,2008,-0.46231362767900935,-0.20986862243719462,-0.4169161082978953,-0.30809433517585805,-0.3265563835284461,-0.18144175482421776,-0.07222685008367413,-0.43458503611724014
Azerbaijan,2009,-0.4760157932669634,-0.20986862243719462,-0.4309377492271274,-0.3320818889577882,-0.3358946228824533,-0.11455310975612876,-0.0730911073607234,-0.44427011736108035
Azerbaijan,2010,-0.47837581359107295,-0.20982556284303835,-0.43101219266741375,-0.34241313011411145,-0.33574463043687086,0.10108053502033194,-0.07425381783133841,-0.4473274666123027
Azerbaijan,2011,-0.46979846749287507,-0.20983991604109048,-0.42598507093513444,-0.329162555013061,-0.3282385568697639,-0.08148352356498917,-0.07425381783133841,-0.4411361438331643
Azerbaijan,2012,-0.4649075268227533,-0.20986862243719462,-0.4108511574275061,-0.31938020621745405,-0.3237678142982081,-0.26515912309395284,-0.07425381783133841,-0.4359513980603665
Azerbaijan,2013,-0.4629341453738666,-0.20988297563524672,-0.40805733890381773,-0.3181198093131492,-0.319558348889925,-0.3060685011011889,-0.07237517961526446,-0.4340231158097251
Azerbaijan,2014,-0.4590604046224844,-0.2099116820313509,-0.40257041945212263,-0.30243596796628786,-0.32011315965638076,-0.34596579655505116,-0.06981818647233298,-0.4313322058395934
Azerbaijan,2015,-0.45677558156090503,-0.20988297563524672,-0.3996837655793713,-0.2935898896159519,-0.31710685945674877,-0.2959770750455296,-0.06607917167205846,-0.4284245363320471
Azerbaijan,2016,-0.45493966455651264,-0.20992603522940298,-0.3993023524235511,-0.2982617876456284,-0.31492954976280924,-0.24726247496738457,-0.023176328806313075,-0.4293968278698459
Azerbaijan,2017,-0.4557991758747322,-0.20992603522940298,-0.4022503126588913,-0.30580221093723653,-0.30949272681594253,-0.27028548332107516,-0.020766664558578292,-0.4283624026369354
Azerbaijan,2018,-0.454165644568657,-0.2099403884274551,-0.3986722105966566,-0.300915794135181,-0.3087088953261243,-0.2689533141900972,0.03182551606707585,-0.4280806936481295
Azerbaijan,2019,-0.4486016660085541,-0.20993608246803946,-0.394973247419604,-0.26587219778317156,-0.3064767496843374,-0.29901588911931637,0.05161708478968201,-0.4188199011142138
Azerbaijan,2020,-0.4522223284386331,-0.20993608246803946,-0.3934475947963234,-0.2634302092784896,-0.3140537874192469,-0.36425842807590847,0.04723763853389144,-0.42174902194048
Azerbaijan,2021,-0.4462573711003376,-0.20995187098589677,-0.38722105787025374,-0.2520658989018694,-0.3052509404548695,-0.35119168678515056,0.04184662850714761,-0.41558896611266866
Azerbaijan,2022,-0.4386835538955194,-0.20969781938037477,-0.388197142743185,-0.23245112456566727,-0.3002706106456121,-0.32005217579211404,0.03542820449536612,-0.4090421620493896
Azerbaijan,2023,-0.43553651475806976,-0.20969781938037477,-0.3882546507253964,-0.2234597530346103,-0.29671844774840045,-0.3019713372054003,0.028612367845377806,-0.40826769146882597
Azerbaijan,2024,-0.439623724261154,-0.20969781938037477,-0.38445587498897954,-0.25216339395151727,-0.292596056669224,-0.07863127410357146,0.40788834532609275,-0.4107998984244443
Belgium,1990,-0.23289049420874444,0.028597512460471902,-0.23093887835895552,-0.34085973670324515,-0.10028229602427598,-0.483187695829662,-0.07208868086387121,-0.19947293134304805
Belgium,1991,-0.22082280707729307,0.020026959640432378,-0.2192249840786008,-0.32599897059543803,-0.07462068525370465,-0.47915932168649006,-0.07181422058388545,-0.18460772888402688
Belgium,1992,-0.22522189874640428,-0.0056270684029969915,-0.21008157800107533,-0.3186909731269783,-0.06730976314805444,-0.4723563067496801,-0.07152025291556309,-0.1805384223754448
Belgium,1993,-0.231650709424874,-0.015991700999496133,-0.20669659098099524,-0.3072715397876732,-0.0749432496528068,-0.4788292977432164,-0.07177626654815841,-0.18903877499648777
Belgium,1994,-0.22260890336156758,-0.0022232645802356867,-0.19278004667334395,-0.3014655610249867,-0.03640809371406873,-0.47202220545113244,-0.07151851080239838,-0.1678740813479934
Belgium,1995,-0.21894831238664642,-0.011928703995888341,-0.18399134169365358,-0.26526884126852207,-0.038066074725453744,-0.46838404406505574,-0.07160045090786428,-0.16205049814492076
Belgium,1996,-0.20510888201119745,-0.021562543616205427,-0.17708999687651747,-0.23002470397581848,-0.015167228033192297,-0.4717515728445703,-0.07194767888611216,-0.14261028481955423
Belgium,1997,-0.21739480201443373,-0.03498096887078836,-0.16869978325365406,-0.24732320705819985,-0.014907563691915043,-0.47248979922311324,-0.07202765787811119,-0.14117439761464337
Belgium,1998,-0.20899865989841043,-0.03564950448091494,-0.15903965212002322,-0.21425107098689222,-0.014383396543374071,-0.4632240202981625,-0.0713529192950982,-0.1343180693577125
Belgium,1999,-0.220716393828855,-0.058600268166208336,-0.15674942157474267,-0.19183673102484036,-0.020166976219275566,-0.45904938365945946,-0.07087947559409666,-0.13420065385426597
Belgium,2000,-0.21612317273128337,-0.043256699448523124,-0.14310437687284167,-0.18978752455041334,-0.020010532485711045,-0.4467210425428669,-0.07007596543899498,-0.12951659376613414
Belgium,2001,-0.20481873769671444,-0.052442746201861325,-0.1402580100383629,-0.18982328889050462,-0.010680357241681393,-0.44196166458714986,-0.06408526866988229,-0.13192453094659912
Belgium,2002,-0.22378006218350843,-0.07318311738713272,-0.13753425592906177,-0.17936217833344636,-0.029995513459918025,-0.44511409996321316,-0.05901784649504156,-0.14514015496068497
Belgium,2003,-0.20930171387410587,-0.07784790675406227,-0.1304095807910666,-0.1564937781588949,-0.014915627801892579,-0.44832031555892016,-0.05144342502121719,-0.12924594981327403
Belgium,2004,-0.2153347923636923,-0.08756904623229424,-0.1272798909809098,-0.15399241636571312,-0.009846528270002337,-0.4260405440168363,-0.03578869594953318,-0.12694504105394425
Belgium,2005,-0.22300469569078488,-0.09677977498477021,-0.12511971750483541,-0.15161901869810113,-0.010864218949169648,-0.40217177782191627,-0.014355888595373878,-0.12945957068947397
Belgium,2006,-0.23182622541198739,-0.09952168296793808,-0.11373074694620117,-0.14989047019343743,-0.02930200000184842,-0.3674150668131938,0.022900984483009586,-0.13434954947129993
Belgium,2007,-0.24494027747919728,-0.10915223170567259,-0.1127726160794567,-0.14505501398925416,-0.04402061353287938,-0.3522642388569976,0.05120271033864581,-0.1416558208678185
Belgium,2008,-0.23841960452930375,-0.11090332186802769,-0.11213897103184267,-0.1427092348367241,-0.016888109102402255,-0.3032788279049789,0.10459597375121485,-0.12973870739463836
Belgium,2009,-0.2604291712568577,-0.14529358440083756,-0.13597357109858754,-0.13538504516281707,-0.04424208624930288,-0.2787241024203406,0.20770446669701645,-0.14606665112633832
Belgium,2010,-0.24315049041755477,-0.12798513811873366,-0.10910912301218761,-0.08604044798329918,-0.03539151588207832,-0.24598332320457006,0.3641156086823708,-0.11667632804031405
Belgium,2011,-0.2745061434617455,-0.13284111568980753,-0.11951062323055264,-0.15095382170147686,-0.05815570806593459,-0.17157998178567427,0.7822105561964758,-0.14503507677730815
Belgium,2012,-0.2779943938196209,-0.1367032862168759,-0.12177414171784808,-0.14531852197049167,-0.05790880114664182,-0.04459210903621985,1.2260284586183177,-0.16090329480623256
Belgium,2013,-0.27771650048776514,-0.13204852783038368,-0.12329016048415047,-0.14226020963130528,-0.04749269672481484,0.003834151083062376,1.5861632476569634,-0.14531123446924835
Belgium,2014,-0.2992697030580946,-0.1356584104175631,-0.13056065718458898,-0.19353109760299875,-0.048347702049295005,0.10220912959535765,2.1965830888202915,-0.16659667177070941
Belgium,2015,-0.2825969917598876,-0.13765345291509226,-0.12818065660837488,-0.16537304899059266,-0.041265091025329347,0.23690966452013776,2.6451865027266592,-0.1677513989233553
Belgium,2016,-0.2881142374202185,-0.14213069241788315,-0.127011018790699,-0.16044710732133316,-0.04691688701597765,0.08531168637742226,2.110642523482808,-0.1470464279502417
