country,year,co2-emissions,coal-lignite,electricity,natural-gas,oil-products,total-energy
2,1990,0.2974051884211482,1.140681195076249,0.0984996190636106,-0.1385324028223246,0.1172922296361091,0.0905476684894413
2,1991,0.2995280307683154,1.1962567779339452,0.1099288766605175,-0.1664375317286109,0.1080991442616979,0.0809730912455209
2,1992,0.3154250636555601,1.235699366181091,0.1170097615395206,-0.1521067994083224,0.1054541161890604,0.0958969331683752
2,1993,0.3244331458654906,1.2099640820736923,0.1350688643478132,-0.1369453176766599,0.1171954603163785,0.1231511399718534
2,1994,0.3283149723488183,1.2172555066841542,0.1517485739978585,-0.1180912097067754,0.1301625491602849,0.123888218928998
2,1995,0.3586753339297912,1.249851619460453,0.1719796736521533,-0.0846483613395017,0.1486132327889278,0.1375224721313558
2,1996,0.4131142980183709,1.3579312007926978,0.1896183899741229,-0.0838542088184965,0.1679993531749668,0.1847549815709639
2,1997,0.4385171795178957,1.4403472640078037,0.2123849456240535,-0.0799609096314184,0.1699669960094899,0.1919364424649496
2,1998,0.4936609900354244,1.5853432707300268,0.2548965290534679,-0.0604017015737597,0.1769182588101412,0.2114295456918565
2,1999,0.5140064955111253,1.6220300449511709,0.2785564059868347,-0.0405430089632488,0.1841598295699844,0.2289854703156125
2,2000,0.5305472293529601,1.625403046493412,0.29780222481381,-0.0140291718391537,0.2015944353414555,0.2385244412009946
2,2001,0.5165860421818914,1.6282162733116214,0.3336357937469474,0.015325193925741,0.1977559189921399,0.2130756089656759
2,2002,0.5413990969293019,1.656161949919043,0.3761429981504625,0.0724474502580389,0.1893369881755739,0.2392635896398647
2,2003,0.5095732146134083,1.660117339934418,0.3588414668227312,0.0331039632669528,0.2276737670088641,0.2322615163709309
2,2004,0.5483013883576155,1.7371869913008828,0.3784376077216423,0.0524753072873844,0.2478662983926586,0.2433248280873246
2,2005,0.5493929359847991,1.7645785456337104,0.3801629439259263,0.0457841758316038,0.2518822251614804,0.2461319758076326
2,2006,0.563239948700394,1.8029711507001416,0.3970440887673346,0.0472206037785832,0.2575593585856781,0.2744009996483654
2,2007,0.5940581431205989,1.8147993591153777,0.4392141081766116,0.1323126435234854,0.2657363661029175,0.2984423360439042
2,2008,0.6066719252081826,1.802744245068476,0.4429975865535187,0.1557993078658999,0.2843967165909769,0.3311183074806182
2,2009,0.625036333268323,1.8641543718525613,0.4760066837816734,0.1764430037748238,0.271494140626891,0.3308250061571405
2,2010,0.6512378600257797,1.7013435696961667,0.4859602096505504,0.1950470329938541,0.3053311460927063,0.3599978412083968
2,2011,0.6479895792940326,1.6313883300811336,0.4986155944992327,0.2049257536007659,0.3409261275336283,0.3620360586226248
2,2012,0.6517348679481596,1.612571287434843,0.4888722618735172,0.2399105509489159,0.3598767859808794,0.3531496363903226
2,2013,0.6268618660765528,1.4561357818651044,0.4879307713051896,0.2650733528702262,0.3829562687366381,0.3666340563494242
2,2014,0.5988289959986256,1.3833076549487942,0.4877468522174233,0.283454141058006,0.3769726991332933,0.3593765288370017
2,2015,0.6118468040791453,1.4545856364754777,0.5053899475652921,0.2914902082348435,0.3541996525566817,0.3594573477341173
2,2016,0.6252250778921834,1.4888467202258195,0.5238387836786134,0.2985503583351778,0.3568285524093641,0.3514293278577665
2,2017,0.667609164203658,1.504419940112338,0.5254486274538319,0.329387237901145,0.3662884146700527,0.3782287249438153
2,2018,0.6576188525694887,1.3745378509389674,0.5417201199305282,0.3588587387230952,0.3866140683813567,0.3795494136650003
2,2019,0.6513046373415785,1.3208568902241469,0.5565916027950434,0.3785285011069729,0.3849844891653126,0.3950024816074232
2,2020,0.6016496637608529,1.2381681162460507,0.5615613724251208,0.41264054435288,0.3456531959049306,0.3936535326775979
2,2021,0.5777958795716208,1.2116290530477352,0.557551997618178,0.3756650298756015,0.3418986914533612,0.3692884135932681
2,2022,0.5572162944896427,1.1530249454010475,0.577710098910733,0.3749948389516016,0.3382020873114306,0.3494658708774818
2,2023,0.5687363441151828,1.1012019812040108,0.5918624708321735,0.3834556527874726,0.3856540190052908,0.3587285704477633
2,2024,0.5737678621311062,1.1163986811076154,0.6145657286185059,0.3476992422302348,0.3990512173299048,0.3640869209521553
3,1990,-0.3884495603647913,-0.207084102015089,-0.4134435407598313,-0.1508648219680967,-0.2598178093542118,-0.3697565037848447
3,1991,-0.3934341498407158,-0.2078017619176935,-0.4121123168864751,-0.15058631672017,-0.2628337864858168,-0.3712806550863725
3,1992,-0.4402848586284155,-0.2099547416255071,-0.4271017225394299,-0.4926170763121979,-0.2183692404730291,-0.3827124010265178
3,1993,-0.4165211585036343,-0.2098686224371946,-0.4236072598718699,-0.3930582858044693,-0.2243528294302379,-0.400696125233268
3,1994,-0.4442514838257548,-0.2098399160410904,-0.4269178034516636,-0.4053389823159266,-0.2665923278308411,-0.416433230603885
3,1995,-0.4568959123125387,-0.2099547416255071,-0.4303816129379292,-0.4207596920210354,-0.2786075146175989,-0.4390835345981281
3,1996,-0.4650235856157643,-0.2099547416255071,-0.4294970497062912,-0.4189182584873069,-0.2918493686551265,-0.444299832364967
3,1997,-0.4723970418825252,-0.2099547416255071,-0.4322251828414916,-0.4273135851379326,-0.3005423292184838,-0.447993865470323
3,1998,-0.4684994309937741,-0.2099547416255071,-0.4236116388977691,-0.4330409984806655,-0.2910752108716373,-0.4437194613219706
3,1999,-0.4701743249529165,-0.2099547416255071,-0.4236028808459707,-0.4195343061418501,-0.2964619347288575,-0.4495634211700255
3,2000,-0.4651296286096568,-0.2099547416255071,-0.4223242052834048,-0.4228664530099385,-0.2868487059989718,-0.4474228455616459
3,2001,-0.4706894771215937,-0.2099547416255071,-0.4195479028633134,-0.3589475441879631,-0.3257015878708254,-0.4479620182843876
3,2002,-0.4728239070302168,-0.2099547416255071,-0.4225081243711712,-0.3583723630609986,-0.3292014116010838,-0.4473205875614338
3,2003,-0.4638815850739928,-0.2099547416255071,-0.4134785729670249,-0.3530139683628188,-0.3168310668955164,-0.4421496963412131
3,2004,-0.4587328152998398,-0.2099547416255071,-0.4109956652821796,-0.333544422686564,-0.3120087291289392,-0.4374053481353632
3,2005,-0.4549464535624003,-0.2099547416255071,-0.4064020671139209,-0.3346874655624193,-0.3050897227681982,-0.4331290137431157
3,2006,-0.4514973229479185,-0.2099547416255071,-0.3995094803485832,-0.310672586102347,-0.3121054984486699,-0.431085951420857
3,2007,-0.4689738911043213,-0.2098399160410904,-0.4159264484446766,-0.3469498026338748,-0.3256532032109601,-0.4433275701731624
